"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 12, 2020","0.030206","0.030159","0.030489","0.030017","2.75K","0.16%"
"Dec 11, 2020","0.030159","0.030629","0.030634","0.030159","3.22K","-1.53%"
"Dec 10, 2020","0.030629","0.030930","0.030930","0.030581","3.36K","-0.97%"
"Dec 09, 2020","0.030930","0.030300","0.031336","0.030047","5.81K","2.08%"
"Dec 08, 2020","0.030300","0.030817","0.030843","0.030115","4.22K","-1.68%"
"Dec 07, 2020","0.030817","0.031078","0.031078","0.030779","2.86K","-0.84%"
"Dec 06, 2020","0.031078","0.031127","0.031365","0.030955","6.92K","-0.16%"
"Dec 05, 2020","0.031127","0.030435","0.031160","0.030435","1.84K","2.28%"
"Dec 04, 2020","0.030435","0.031712","0.031712","0.030435","5.00K","-4.03%"
"Dec 03, 2020","0.031712","0.031136","0.031712","0.031090","7.09K","1.85%"
"Dec 02, 2020","0.031136","0.031230","0.031483","0.031031","10.06K","-0.30%"
"Dec 01, 2020","0.031230","0.031289","0.031645","0.030722","16.03K","-0.19%"
"Nov 30, 2020","0.031289","0.031688","0.031935","0.031162","10.07K","-1.21%"
"Nov 29, 2020","0.031671","0.030382","0.031671","0.030331","4.19K","4.24%"
"Nov 28, 2020","0.030382","0.030226","0.030599","0.030103","4.08K","0.52%"
"Nov 27, 2020","0.030226","0.030263","0.030575","0.030064","4.23K","-0.12%"
"Nov 26, 2020","0.030263","0.030432","0.030490","0.029438","14.89K","-0.56%"
"Nov 25, 2020","0.030432","0.031564","0.031564","0.030432","5.31K","-3.59%"
"Nov 24, 2020","0.031564","0.033128","0.033442","0.030914","14.24K","-4.72%"
"Nov 23, 2020","0.033128","0.030439","0.033128","0.030439","10.16K","8.83%"
"Nov 22, 2020","0.030439","0.029575","0.031050","0.029147","7.99K","2.92%"
"Nov 21, 2020","0.029575","0.027312","0.029575","0.027210","8.94K","8.29%"
"Nov 20, 2020","0.027312","0.026451","0.027804","0.026451","7.69K","3.25%"
"Nov 19, 2020","0.026451","0.026907","0.026976","0.026357","3.81K","-1.70%"
"Nov 18, 2020","0.026907","0.027324","0.027474","0.026331","8.65K","-1.52%"
"Nov 17, 2020","0.027324","0.027561","0.027959","0.027064","7.56K","-0.86%"
"Nov 16, 2020","0.027561","0.028077","0.028123","0.027521","1.67K","-1.84%"
"Nov 15, 2020","0.028077","0.028678","0.028829","0.028000","1.39K","-2.12%"
"Nov 14, 2020","0.028684","0.029179","0.029179","0.028684","2.00K","-1.70%"
"Nov 13, 2020","0.029179","0.028370","0.029179","0.028258","4.82K","2.85%"
"Nov 12, 2020","0.028370","0.029505","0.029505","0.028361","7.38K","-3.85%"
"Nov 11, 2020","0.029505","0.029450","0.030098","0.029450","5.92K","0.19%"
"Nov 10, 2020","0.029450","0.028984","0.029464","0.028984","3.24K","1.61%"
"Nov 09, 2020","0.028984","0.029375","0.029375","0.028984","5.77K","-1.33%"
"Nov 08, 2020","0.029375","0.029368","0.029520","0.029183","4.12K","0.02%"
"Nov 07, 2020","0.029368","0.029284","0.029832","0.029222","9.13K","0.29%"
"Nov 06, 2020","0.029284","0.026687","0.029284","0.026687","13.40K","9.73%"
"Nov 05, 2020","0.026687","0.028455","0.028544","0.026687","15.48K","-6.21%"
"Nov 04, 2020","0.028455","0.027700","0.028617","0.027656","7.21K","2.73%"
"Nov 03, 2020","0.027700","0.028256","0.028326","0.027700","6.43K","-1.97%"
"Nov 02, 2020","0.028256","0.028847","0.029216","0.028194","4.94K","-2.05%"
"Nov 01, 2020","0.028847","0.028042","0.028847","0.028042","6.94K","2.87%"
"Oct 31, 2020","0.028042","0.028216","0.028364","0.027983","5.15K","-0.62%"
"Oct 30, 2020","0.028216","0.028782","0.028907","0.028146","4.82K","-1.87%"
"Oct 29, 2020","0.028754","0.029275","0.029506","0.028685","4.07K","-1.78%"
"Oct 28, 2020","0.029275","0.029595","0.029675","0.028954","4.99K","-1.08%"
"Oct 27, 2020","0.029595","0.030106","0.030125","0.029388","6.66K","-1.70%"
"Oct 26, 2020","0.030106","0.031163","0.031292","0.030038","4.73K","-3.39%"
"Oct 25, 2020","0.031163","0.031441","0.031441","0.031163","1.98K","-0.88%"
"Oct 24, 2020","0.031441","0.031653","0.031855","0.031381","3.39K","-0.76%"
"Oct 23, 2020","0.031683","0.031952","0.032160","0.031588","2.53K","-0.84%"
"Oct 22, 2020","0.031952","0.030547","0.032049","0.030547","6.02K","4.60%"
"Oct 21, 2020","0.030547","0.030941","0.031084","0.030338","7.50K","-1.27%"
"Oct 20, 2020","0.030941","0.032293","0.032319","0.030890","7.69K","-4.19%"
"Oct 19, 2020","0.032293","0.032870","0.032870","0.032281","2.97K","-1.76%"
"Oct 18, 2020","0.032870","0.032420","0.032913","0.032383","1.68K","1.39%"
"Oct 17, 2020","0.032420","0.032311","0.032458","0.032311","2.64K","0.34%"
"Oct 16, 2020","0.032311","0.032824","0.032870","0.032242","4.91K","-1.56%"
"Oct 15, 2020","0.032824","0.033189","0.033205","0.032810","2.85K","-1.10%"
"Oct 14, 2020","0.033189","0.033358","0.033534","0.033029","3.43K","-0.51%"
"Oct 13, 2020","0.033358","0.033543","0.033543","0.033227","3.15K","-0.55%"
"Oct 12, 2020","0.033543","0.032914","0.033587","0.032589","4.11K","1.99%"
"Oct 11, 2020","0.032888","0.032823","0.032953","0.032688","3.34K","0.20%"
"Oct 10, 2020","0.032823","0.033021","0.033113","0.032747","2.90K","-0.60%"
"Oct 09, 2020","0.033021","0.032120","0.033138","0.032096","4.09K","2.80%"
"Oct 08, 2020","0.032120","0.032040","0.032242","0.031695","1.98K","0.25%"
"Oct 07, 2020","0.032040","0.032120","0.032159","0.031776","4.04K","-0.25%"
"Oct 06, 2020","0.032120","0.032751","0.032883","0.032120","3.61K","-1.93%"
"Oct 05, 2020","0.032751","0.033033","0.033103","0.032745","3.27K","-0.85%"
"Oct 04, 2020","0.033033","0.032818","0.033074","0.032752","1.90K","0.66%"
"Oct 03, 2020","0.032818","0.032718","0.033100","0.032673","1.86K","0.31%"
"Oct 02, 2020","0.032718","0.033249","0.033249","0.032241","4.00K","-1.60%"
"Oct 01, 2020","0.033249","0.033383","0.033779","0.033153","3.92K","-0.40%"
"Sep 30, 2020","0.033383","0.033200","0.033429","0.033075","1.57K","0.55%"
"Sep 29, 2020","0.033200","0.033087","0.033262","0.033018","2.87K","0.34%"
"Sep 28, 2020","0.033087","0.033178","0.033499","0.032850","3.24K","-0.27%"
"Sep 27, 2020","0.033178","0.032999","0.033466","0.032826","3.31K","0.54%"
"Sep 26, 2020","0.032999","0.032887","0.032999","0.032489","4.20K","0.34%"
"Sep 25, 2020","0.032887","0.032530","0.033171","0.032084","5.30K","1.10%"
"Sep 24, 2020","0.032530","0.031272","0.032700","0.031272","6.85K","4.06%"
"Sep 23, 2020","0.031261","0.032647","0.032670","0.031261","6.20K","-4.25%"
"Sep 22, 2020","0.032647","0.032644","0.032941","0.032578","4.85K","0.01%"
"Sep 21, 2020","0.032644","0.033967","0.034193","0.032624","7.57K","-3.89%"
"Sep 20, 2020","0.033967","0.034795","0.034825","0.033915","5.57K","-2.38%"
"Sep 19, 2020","0.034795","0.035166","0.035166","0.034669","1.81K","-1.06%"
"Sep 18, 2020","0.035166","0.035588","0.035588","0.034860","2.73K","-1.19%"
"Sep 17, 2020","0.035588","0.033335","0.036020","0.033335","9.29K","6.76%"
"Sep 16, 2020","0.033335","0.033752","0.033752","0.033237","3.61K","-1.24%"
"Sep 15, 2020","0.033752","0.035333","0.035333","0.033656","4.37K","-4.47%"
"Sep 14, 2020","0.035333","0.035438","0.035500","0.035012","11.18K","-0.30%"
"Sep 13, 2020","0.035438","0.037140","0.037140","0.034647","3.55K","-4.58%"
"Sep 12, 2020","0.037140","0.035949","0.037140","0.035585","2.81K","3.31%"
"Sep 11, 2020","0.035949","0.035545","0.036075","0.035059","2.98K","1.14%"
"Sep 10, 2020","0.035545","0.034318","0.035973","0.034318","5.76K","3.58%"
"Sep 09, 2020","0.034318","0.033347","0.034587","0.033279","4.48K","2.91%"
"Sep 08, 2020","0.033347","0.034100","0.034100","0.033288","4.52K","-2.21%"
"Sep 07, 2020","0.034100","0.034415","0.034542","0.032981","6.38K","-0.92%"
"Sep 06, 2020","0.034415","0.032989","0.034543","0.032235","13.84K","4.32%"
"Sep 05, 2020","0.032989","0.036956","0.037346","0.031735","28.53K","-10.73%"
"Sep 04, 2020","0.036956","0.037570","0.037825","0.036614","10.10K","-1.63%"
"Sep 03, 2020","0.037570","0.038631","0.039235","0.037364","12.51K","-2.75%"
"Sep 02, 2020","0.038631","0.039893","0.040182","0.038114","11.80K","-3.16%"
"Sep 01, 2020","0.039893","0.037243","0.040362","0.037165","16.56K","7.12%"
"Aug 31, 2020","0.037243","0.036602","0.037313","0.036251","4.79K","1.75%"
"Aug 30, 2020","0.036602","0.034730","0.036602","0.034730","5.90K","5.39%"
"Aug 29, 2020","0.034730","0.034299","0.035061","0.034232","5.02K","1.26%"
"Aug 28, 2020","0.034299","0.033804","0.034399","0.033804","2.51K","1.46%"
"Aug 27, 2020","0.033804","0.033650","0.033899","0.033557","4.68K","0.46%"
"Aug 26, 2020","0.033650","0.033847","0.033961","0.033582","2.65K","-0.58%"
"Aug 25, 2020","0.033847","0.034718","0.034718","0.033617","3.97K","-2.51%"
"Aug 24, 2020","0.034718","0.033535","0.034718","0.033535","6.85K","3.53%"
"Aug 23, 2020","0.033535","0.033911","0.033911","0.033417","1.90K","-1.11%"
"Aug 22, 2020","0.033911","0.033623","0.033911","0.033525","1.93K","0.86%"
"Aug 21, 2020","0.033623","0.035088","0.035182","0.033559","8.89K","-4.17%"
"Aug 20, 2020","0.035088","0.034624","0.035189","0.034551","4.22K","1.34%"
"Aug 19, 2020","0.034624","0.035319","0.035412","0.034230","7.49K","-1.97%"
"Aug 18, 2020","0.035319","0.035024","0.035430","0.034953","4.95K","0.84%"
"Aug 17, 2020","0.035024","0.036425","0.036425","0.035024","9.33K","-3.85%"
"Aug 16, 2020","0.036425","0.036488","0.036488","0.035796","4.81K","-0.17%"
"Aug 15, 2020","0.036488","0.037223","0.037223","0.036413","10.10K","-1.98%"
"Aug 14, 2020","0.037223","0.036029","0.037341","0.036029","11.16K","3.32%"
"Aug 13, 2020","0.036029","0.033469","0.036161","0.033469","11.89K","7.65%"
"Aug 12, 2020","0.033469","0.033240","0.033469","0.032972","4.55K","0.69%"
"Aug 11, 2020","0.033240","0.033289","0.033450","0.033093","8.14K","-0.15%"
"Aug 10, 2020","0.033289","0.033428","0.033428","0.033022","7.52K","-0.42%"
"Aug 09, 2020","0.033428","0.033747","0.033759","0.033291","3.29K","-0.94%"
"Aug 08, 2020","0.033747","0.032720","0.033747","0.032720","2.67K","3.14%"
"Aug 07, 2020","0.032720","0.033530","0.033595","0.032632","9.36K","-2.42%"
"Aug 06, 2020","0.033530","0.034159","0.034159","0.033456","4.38K","-1.84%"
"Aug 05, 2020","0.034159","0.034811","0.034811","0.034031","6.57K","-1.87%"
"Aug 04, 2020","0.034811","0.034394","0.035167","0.034394","7.32K","1.21%"
"Aug 03, 2020","0.034394","0.033601","0.034743","0.033601","8.52K","2.36%"
"Aug 02, 2020","0.033601","0.032826","0.033918","0.032826","16.18K","2.36%"
"Aug 01, 2020","0.032826","0.030548","0.032826","0.030463","11.57K","7.46%"
"Jul 31, 2020","0.030548","0.030186","0.030732","0.030092","5.15K","1.20%"
"Jul 30, 2020","0.030186","0.028645","0.030413","0.028645","9.76K","5.38%"
"Jul 29, 2020","0.028645","0.029041","0.029294","0.028539","12.00K","-1.36%"
"Jul 28, 2020","0.029041","0.029157","0.029157","0.028639","22.27K","-0.40%"
"Jul 27, 2020","0.029157","0.031324","0.032160","0.029157","21.78K","-6.92%"
"Jul 26, 2020","0.031324","0.031465","0.032535","0.030834","14.04K","-0.45%"
"Jul 25, 2020","0.031465","0.029301","0.031465","0.029301","9.57K","7.39%"
"Jul 24, 2020","0.029301","0.028680","0.029664","0.028493","16.25K","2.16%"
"Jul 23, 2020","0.028680","0.027726","0.028680","0.027715","11.38K","3.44%"
"Jul 22, 2020","0.027726","0.026151","0.027726","0.026077","6.78K","6.02%"
"Jul 21, 2020","0.026151","0.025763","0.026155","0.025763","5.89K","1.51%"
"Jul 20, 2020","0.025763","0.025945","0.026009","0.025652","2.08K","-0.70%"
"Jul 19, 2020","0.025945","0.025698","0.025945","0.025614","2.16K","0.96%"
"Jul 18, 2020","0.025698","0.025420","0.025732","0.025420","2.45K","1.09%"
"Jul 17, 2020","0.025420","0.025562","0.025595","0.025420","2.08K","-0.55%"
"Jul 16, 2020","0.025562","0.025941","0.025941","0.025515","3.90K","-1.46%"
"Jul 15, 2020","0.025941","0.025986","0.026011","0.025819","2.07K","-0.17%"
"Jul 14, 2020","0.025986","0.025938","0.026027","0.025891","2.82K","0.18%"
"Jul 13, 2020","0.025938","0.026134","0.026291","0.025928","5.49K","-0.75%"
"Jul 12, 2020","0.026134","0.025889","0.026134","0.025786","3.19K","0.95%"
"Jul 11, 2020","0.025889","0.025979","0.025979","0.025889","2.08K","-0.35%"
"Jul 10, 2020","0.025979","0.026196","0.026196","0.025943","3.67K","-0.83%"
"Jul 09, 2020","0.026196","0.026177","0.026257","0.025988","6.97K","0.07%"
"Jul 08, 2020","0.026177","0.025839","0.026256","0.025839","4.89K","1.31%"
"Jul 07, 2020","0.025839","0.025856","0.025973","0.025586","4.02K","-0.06%"
"Jul 06, 2020","0.025856","0.025110","0.025856","0.025106","4.72K","2.97%"
"Jul 05, 2020","0.025110","0.025081","0.025134","0.024857","1.80K","0.12%"
"Jul 04, 2020","0.025081","0.024839","0.025111","0.024800","1.76K","0.97%"
"Jul 03, 2020","0.024839","0.024916","0.025019","0.024798","5.32K","-0.31%"
"Jul 02, 2020","0.024916","0.025016","0.025056","0.024746","8.62K","-0.40%"
"Jul 01, 2020","0.025016","0.024697","0.025085","0.024589","6.39K","1.29%"
"Jun 30, 2020","0.024697","0.024812","0.024876","0.024544","4.98K","-0.46%"
"Jun 29, 2020","0.024812","0.024655","0.024900","0.024430","6.20K","0.64%"
"Jun 28, 2020","0.024655","0.024514","0.024802","0.024359","4.46K","0.57%"
"Jun 27, 2020","0.024514","0.025057","0.025149","0.024266","9.09K","-2.17%"
"Jun 26, 2020","0.025057","0.025130","0.025210","0.025007","7.18K","-0.29%"
"Jun 25, 2020","0.025130","0.025231","0.025346","0.025095","9.90K","-0.40%"
"Jun 24, 2020","0.025231","0.025266","0.025808","0.025053","19.00K","-0.14%"
"Jun 23, 2020","0.025266","0.025105","0.025341","0.025042","9.48K","0.64%"
"Jun 22, 2020","0.025105","0.024522","0.025620","0.024514","11.21K","2.38%"
"Jun 21, 2020","0.024522","0.024454","0.024646","0.024430","3.23K","0.28%"
"Jun 20, 2020","0.024454","0.024586","0.024716","0.024402","4.17K","-0.54%"
"Jun 19, 2020","0.024586","0.024634","0.024707","0.024390","8.58K","-0.20%"
"Jun 18, 2020","0.024634","0.024713","0.024839","0.024439","5.81K","-0.32%"
"Jun 17, 2020","0.024713","0.024702","0.024914","0.024568","10.47K","0.02%"
"Jun 16, 2020","0.024708","0.024488","0.024744","0.024291","11.77K","0.90%"
"Jun 15, 2020","0.024488","0.024817","0.024830","0.024264","14.07K","-1.33%"
"Jun 14, 2020","0.024817","0.025136","0.025214","0.024817","6.31K","-1.27%"
"Jun 13, 2020","0.025136","0.025110","0.025276","0.025000","2.80K","0.10%"
"Jun 12, 2020","0.025110","0.024845","0.025187","0.024689","7.76K","1.07%"
"Jun 11, 2020","0.024845","0.025086","0.025186","0.024600","15.73K","-0.96%"
"Jun 10, 2020","0.025086","0.024964","0.025150","0.024830","11.09K","0.49%"
"Jun 09, 2020","0.024964","0.025205","0.025434","0.024856","13.23K","-0.91%"
"Jun 08, 2020","0.025194","0.025094","0.025271","0.024940","9.29K","0.40%"
"Jun 07, 2020","0.025094","0.025038","0.025163","0.024718","13.07K","0.23%"
"Jun 06, 2020","0.025038","0.024942","0.025179","0.024889","5.27K","0.38%"
"Jun 05, 2020","0.024942","0.024847","0.025157","0.024733","13.24K","0.38%"
"Jun 04, 2020","0.024847","0.025313","0.025484","0.024482","17.17K","-1.84%"
"Jun 03, 2020","0.025313","0.024974","0.025362","0.024794","12.72K","1.35%"
"Jun 02, 2020","0.024974","0.024356","0.025337","0.023958","21.46K","2.54%"
"Jun 01, 2020","0.024356","0.024509","0.025258","0.024147","18.80K","-0.63%"
"May 31, 2020","0.024509","0.025120","0.025381","0.024455","14.79K","-2.43%"
"May 30, 2020","0.025120","0.023407","0.025595","0.023336","23.87K","7.30%"
"May 29, 2020","0.023412","0.022995","0.023548","0.022995","17.32K","1.82%"
"May 28, 2020","0.022995","0.022645","0.022995","0.022150","14.99K","1.54%"
"May 27, 2020","0.022645","0.022724","0.023019","0.022433","6.90K","-0.35%"
"May 26, 2020","0.022724","0.022932","0.023015","0.022604","9.10K","-0.91%"
"May 25, 2020","0.022932","0.022910","0.023236","0.022850","14.56K","0.10%"
"May 24, 2020","0.022908","0.022507","0.023164","0.022500","18.31K","1.78%"
"May 23, 2020","0.022507","0.022611","0.022786","0.022463","9.86K","-0.46%"
"May 22, 2020","0.022611","0.021916","0.022706","0.021829","15.62K","3.18%"
"May 21, 2020","0.021916","0.022081","0.022230","0.021745","28.37K","-0.75%"
"May 20, 2020","0.022081","0.021934","0.022190","0.021650","15.76K","0.67%"
"May 19, 2020","0.021934","0.022084","0.022151","0.021799","20.69K","-0.68%"
"May 18, 2020","0.022084","0.021391","0.022273","0.021321","25.20K","3.24%"
"May 17, 2020","0.021391","0.021379","0.021510","0.020942","10.46K","0.05%"
"May 16, 2020","0.021379","0.020902","0.021522","0.020868","14.55K","2.28%"
"May 15, 2020","0.020902","0.020762","0.021298","0.020688","26.04K","0.67%"
"May 14, 2020","0.020762","0.021465","0.021465","0.020490","34.43K","-3.27%"
"May 13, 2020","0.021465","0.021560","0.021733","0.021116","14.40K","-0.44%"
"May 12, 2020","0.021560","0.021700","0.021828","0.021339","15.43K","-0.64%"
"May 11, 2020","0.021700","0.021497","0.021767","0.020990","45.88K","0.99%"
"May 10, 2020","0.021488","0.022027","0.022871","0.021366","46.27K","-2.45%"
"May 09, 2020","0.022027","0.021573","0.022041","0.021487","22.64K","2.10%"
"May 08, 2020","0.021573","0.021243","0.021665","0.021183","24.97K","1.56%"
"May 07, 2020","0.021243","0.021747","0.022245","0.021070","61.40K","-2.32%"
"May 06, 2020","0.021747","0.022760","0.023091","0.021711","39.65K","-4.45%"
"May 05, 2020","0.022760","0.023281","0.023446","0.022732","27.13K","-2.25%"
"May 04, 2020","0.023285","0.023586","0.023676","0.022753","41.27K","-1.27%"
"May 03, 2020","0.023586","0.023843","0.023992","0.023460","37.11K","-1.08%"
"May 02, 2020","0.023843","0.024012","0.024160","0.023787","12.57K","-0.78%"
"May 01, 2020","0.024030","0.023903","0.024363","0.023865","31.20K","0.53%"
"Apr 30, 2020","0.023903","0.024536","0.024654","0.023613","58.08K","-2.58%"
"Apr 29, 2020","0.024536","0.025364","0.026000","0.024248","38.16K","-3.27%"
"Apr 28, 2020","0.025364","0.025270","0.025476","0.025100","17.54K","0.37%"
"Apr 27, 2020","0.025270","0.025657","0.025684","0.024864","23.04K","-1.51%"
"Apr 26, 2020","0.025657","0.025766","0.025950","0.025517","27.80K","-0.42%"
"Apr 25, 2020","0.025766","0.024986","0.025938","0.024910","19.80K","3.12%"
"Apr 24, 2020","0.024986","0.024990","0.025114","0.024763","20.57K","-0.02%"
"Apr 23, 2020","0.024990","0.025649","0.026027","0.024953","43.70K","-2.57%"
"Apr 22, 2020","0.025649","0.024954","0.025747","0.024894","26.56K","2.79%"
"Apr 21, 2020","0.024951","0.024933","0.025298","0.024827","30.33K","0.07%"
"Apr 20, 2020","0.024933","0.025280","0.025863","0.024695","45.96K","-1.37%"
"Apr 19, 2020","0.025280","0.025865","0.025992","0.024955","25.03K","-2.26%"
"Apr 18, 2020","0.025865","0.024275","0.026014","0.024275","32.61K","6.55%"
"Apr 17, 2020","0.024274","0.024262","0.024469","0.023885","23.30K","0.06%"
"Apr 16, 2020","0.024260","0.023062","0.024722","0.022900","49.59K","5.15%"
"Apr 15, 2020","0.023070","0.023054","0.023390","0.022855","12.76K","0.07%"
"Apr 14, 2020","0.023054","0.022866","0.023271","0.022835","15.53K","0.84%"
"Apr 13, 2020","0.022862","0.022970","0.023148","0.022600","20.41K","-0.47%"
"Apr 12, 2020","0.022970","0.023019","0.023198","0.022823","13.53K","-0.23%"
"Apr 11, 2020","0.023023","0.023005","0.023255","0.022741","17.18K","0.06%"
"Apr 10, 2020","0.023010","0.023288","0.023335","0.022479","31.36K","-1.20%"
"Apr 09, 2020","0.023290","0.023515","0.023576","0.023216","14.27K","-0.96%"
"Apr 08, 2020","0.023515","0.022861","0.023576","0.022784","21.02K","2.86%"
"Apr 07, 2020","0.022861","0.023356","0.023700","0.022749","30.64K","-2.12%"
"Apr 06, 2020","0.023356","0.021069","0.023435","0.021019","33.89K","10.86%"
"Apr 05, 2020","0.021068","0.021020","0.021200","0.020972","7.12K","0.23%"
"Apr 04, 2020","0.021020","0.020985","0.021235","0.020818","12.89K","0.19%"
"Apr 03, 2020","0.020979","0.020802","0.021086","0.020761","15.77K","0.85%"
"Apr 02, 2020","0.020802","0.020418","0.021113","0.020418","19.77K","1.88%"
"Apr 01, 2020","0.020418","0.020715","0.021159","0.020400","13.39K","-1.47%"
"Mar 31, 2020","0.020722","0.020668","0.020846","0.020412","6.05K","0.27%"
"Mar 30, 2020","0.020667","0.021166","0.021299","0.020430","7.47K","-2.36%"
"Mar 29, 2020","0.021166","0.021001","0.021264","0.020868","7.66K","0.79%"
"Mar 28, 2020","0.021001","0.020651","0.021233","0.020511","14.95K","1.70%"
"Mar 27, 2020","0.020651","0.020546","0.020781","0.020379","6.94K","0.51%"
"Mar 26, 2020","0.020546","0.020364","0.020653","0.020199","13.06K","0.93%"
"Mar 25, 2020","0.020357","0.020529","0.021079","0.020310","15.05K","-0.84%"
"Mar 24, 2020","0.020529","0.021017","0.021139","0.020470","16.41K","-2.28%"
"Mar 23, 2020","0.021007","0.021017","0.021315","0.020480","19.13K","-0.05%"
"Mar 22, 2020","0.021017","0.021436","0.021520","0.020817","12.90K","-1.96%"
"Mar 21, 2020","0.021436","0.021486","0.021583","0.021120","20.84K","-0.23%"
"Mar 20, 2020","0.021486","0.022150","0.022758","0.020400","44.83K","-3.00%"
"Mar 19, 2020","0.022150","0.021905","0.022351","0.021578","30.01K","1.12%"
"Mar 18, 2020","0.021905","0.021770","0.022029","0.021610","16.46K","0.62%"
"Mar 17, 2020","0.021770","0.022085","0.022563","0.021560","18.61K","-1.42%"
"Mar 16, 2020","0.022085","0.023089","0.023287","0.021367","40.14K","-4.35%"
"Mar 15, 2020","0.023089","0.023671","0.023830","0.022220","19.30K","-2.46%"
"Mar 14, 2020","0.023671","0.024038","0.024441","0.023475","16.76K","-1.52%"
"Mar 13, 2020","0.024038","0.022504","0.025138","0.022176","87.07K","6.82%"
"Mar 12, 2020","0.022504","0.024529","0.024567","0.021161","96.83K","-8.26%"
"Mar 11, 2020","0.024529","0.025409","0.025572","0.023907","35.75K","-3.46%"
"Mar 10, 2020","0.025409","0.025572","0.025747","0.025067","19.42K","-0.64%"
"Mar 09, 2020","0.025572","0.024781","0.026168","0.024695","55.58K","3.20%"
"Mar 08, 2020","0.024781","0.026698","0.026698","0.024500","59.31K","-7.18%"
"Mar 07, 2020","0.026698","0.026830","0.027477","0.026584","15.04K","-0.49%"
"Mar 06, 2020","0.026830","0.025208","0.026839","0.025193","20.68K","6.43%"
"Mar 05, 2020","0.025208","0.025629","0.025749","0.025033","13.67K","-1.64%"
"Mar 04, 2020","0.025629","0.025558","0.025951","0.025389","26.36K","0.28%"
"Mar 03, 2020","0.025558","0.026025","0.026134","0.025418","22.86K","-1.78%"
"Mar 02, 2020","0.026020","0.025517","0.026295","0.025411","15.41K","1.97%"
"Mar 01, 2020","0.025517","0.025506","0.026074","0.025144","18.26K","0.01%"
"Feb 29, 2020","0.025514","0.026109","0.026585","0.025473","11.88K","-2.28%"
"Feb 28, 2020","0.026109","0.025809","0.026385","0.025282","20.95K","1.16%"
"Feb 27, 2020","0.025809","0.025468","0.026653","0.024612","41.04K","1.32%"
"Feb 26, 2020","0.025473","0.026490","0.026684","0.024816","48.45K","-3.84%"
"Feb 25, 2020","0.026490","0.027495","0.027528","0.026425","29.53K","-3.66%"
"Feb 24, 2020","0.027495","0.027623","0.027800","0.027022","42.46K","-0.46%"
"Feb 23, 2020","0.027623","0.027104","0.027650","0.027014","12.28K","1.91%"
"Feb 22, 2020","0.027104","0.027401","0.027477","0.026785","13.05K","-1.08%"
"Feb 21, 2020","0.027401","0.026798","0.027545","0.026509","27.91K","2.25%"
"Feb 20, 2020","0.026798","0.026954","0.027404","0.025930","52.05K","-0.58%"
"Feb 19, 2020","0.026954","0.027801","0.027895","0.026719","39.54K","-3.05%"
"Feb 18, 2020","0.027801","0.027598","0.028499","0.026958","35.77K","0.73%"
"Feb 17, 2020","0.027598","0.026119","0.027650","0.024875","40.60K","5.53%"
"Feb 16, 2020","0.026152","0.026713","0.027296","0.024573","39.64K","-2.10%"
"Feb 15, 2020","0.026713","0.027602","0.027821","0.026617","32.11K","-3.22%"
"Feb 14, 2020","0.027602","0.026239","0.027738","0.025751","42.98K","5.20%"
"Feb 13, 2020","0.026239","0.025729","0.026780","0.025170","43.95K","2.05%"
"Feb 12, 2020","0.025712","0.023165","0.026483","0.023163","46.75K","11.00%"
"Feb 11, 2020","0.023165","0.022629","0.023285","0.022364","22.90K","2.37%"
"Feb 10, 2020","0.022629","0.022511","0.022700","0.022077","22.42K","0.52%"
"Feb 09, 2020","0.022511","0.022557","0.022862","0.022286","26.50K","-0.20%"
"Feb 08, 2020","0.022557","0.022764","0.023145","0.022062","23.34K","-0.91%"
"Feb 07, 2020","0.022764","0.021816","0.022828","0.021816","44.29K","4.35%"
"Feb 06, 2020","0.021816","0.021203","0.021980","0.021065","35.54K","2.91%"
"Feb 05, 2020","0.021198","0.020543","0.021431","0.020462","30.78K","3.19%"
"Feb 04, 2020","0.020543","0.020419","0.020573","0.020133","19.41K","0.60%"
"Feb 03, 2020","0.020419","0.020194","0.020530","0.020132","25.13K","1.11%"
"Feb 02, 2020","0.020194","0.019560","0.020437","0.019442","27.85K","3.24%"
"Feb 01, 2020","0.019560","0.019246","0.019582","0.019177","16.78K","1.63%"
"Jan 31, 2020","0.019246","0.019415","0.019549","0.019002","23.15K","-0.88%"
"Jan 30, 2020","0.019417","0.018678","0.019532","0.018521","25.66K","3.95%"
"Jan 29, 2020","0.018679","0.018738","0.019059","0.018663","20.16K","-0.35%"
"Jan 28, 2020","0.018746","0.019087","0.019163","0.018730","31.00K","-1.79%"
"Jan 27, 2020","0.019087","0.019489","0.019532","0.019053","25.26K","-2.06%"
"Jan 26, 2020","0.019489","0.019226","0.019540","0.019166","14.72K","1.36%"
"Jan 25, 2020","0.019228","0.019261","0.019349","0.018986","13.90K","-0.17%"
"Jan 24, 2020","0.019261","0.019364","0.019423","0.018836","18.32K","-0.53%"
"Jan 23, 2020","0.019364","0.019358","0.019536","0.019096","20.54K","0.03%"
"Jan 22, 2020","0.019358","0.019399","0.019538","0.019216","14.25K","-0.21%"
"Jan 21, 2020","0.019399","0.019305","0.019528","0.019184","15.30K","0.48%"
"Jan 20, 2020","0.019306","0.019175","0.019410","0.018892","15.72K","0.68%"
"Jan 19, 2020","0.019175","0.019527","0.019669","0.018888","20.18K","-1.80%"
"Jan 18, 2020","0.019527","0.019078","0.020025","0.018728","29.36K","2.35%"
