"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 17, 2020","0.019078","0.018820","0.019419","0.018683","29.90K","1.37%"
"Jan 16, 2020","0.018820","0.018865","0.018945","0.018402","19.09K","-0.22%"
"Jan 15, 2020","0.018862","0.018815","0.019439","0.018427","25.25K","0.25%"
"Jan 14, 2020","0.018815","0.017708","0.019296","0.017369","43.12K","6.25%"
"Jan 13, 2020","0.017708","0.017904","0.017942","0.017580","15.14K","-1.10%"
"Jan 12, 2020","0.017904","0.017756","0.017917","0.017633","12.85K","0.83%"
"Jan 11, 2020","0.017756","0.017681","0.018054","0.017511","14.43K","0.42%"
"Jan 10, 2020","0.017681","0.017617","0.017932","0.017468","16.71K","0.36%"
"Jan 09, 2020","0.017617","0.017477","0.017710","0.017306","24.94K","0.80%"
"Jan 08, 2020","0.017477","0.017522","0.017537","0.016952","24.14K","-0.26%"
"Jan 07, 2020","0.017522","0.018572","0.018572","0.017517","26.51K","-5.65%"
"Jan 06, 2020","0.018572","0.018394","0.018896","0.018334","28.09K","0.96%"
"Jan 05, 2020","0.018394","0.018255","0.018559","0.018153","22.36K","0.76%"
"Jan 04, 2020","0.018255","0.018291","0.018376","0.018155","18.61K","-0.23%"
"Jan 03, 2020","0.018297","0.018260","0.018415","0.017842","30.89K","0.20%"
"Jan 02, 2020","0.018260","0.018155","0.018316","0.017985","17.86K","0.58%"
"Jan 01, 2020","0.018155","0.017948","0.018354","0.017919","13.59K","1.15%"
"Dec 31, 2019","0.017948","0.018165","0.018304","0.017866","17.59K","-1.20%"
"Dec 30, 2019","0.018165","0.018190","0.018403","0.017906","19.47K","-0.14%"
"Dec 29, 2019","0.018190","0.017523","0.018365","0.017479","24.64K","3.81%"
"Dec 28, 2019","0.017523","0.017419","0.017648","0.017376","15.80K","0.60%"
"Dec 27, 2019","0.017419","0.017435","0.017531","0.017263","16.43K","-0.09%"
"Dec 26, 2019","0.017435","0.017364","0.017816","0.017300","20.83K","0.41%"
"Dec 25, 2019","0.017364","0.017595","0.017620","0.017200","17.26K","-1.31%"
"Dec 24, 2019","0.017595","0.017470","0.017758","0.017367","10.31K","0.72%"
"Dec 23, 2019","0.017470","0.017612","0.017755","0.017231","31.40K","-0.83%"
"Dec 22, 2019","0.017616","0.017806","0.018163","0.017602","18.93K","-1.07%"
"Dec 21, 2019","0.017806","0.017830","0.017892","0.017735","11.88K","-0.14%"
"Dec 20, 2019","0.017830","0.017910","0.017968","0.017731","14.56K","-0.45%"
"Dec 19, 2019","0.017910","0.018254","0.018322","0.017512","16.83K","-1.89%"
"Dec 18, 2019","0.018254","0.018407","0.018795","0.018027","19.66K","-0.83%"
"Dec 17, 2019","0.018407","0.019263","0.019331","0.018224","23.14K","-4.44%"
"Dec 16, 2019","0.019263","0.020025","0.020085","0.018820","14.24K","-3.80%"
"Dec 15, 2019","0.020025","0.020070","0.020140","0.019860","10.18K","-0.22%"
"Dec 14, 2019","0.020070","0.019958","0.020145","0.019785","6.73K","0.56%"
"Dec 13, 2019","0.019958","0.020142","0.020150","0.019826","5.63K","-0.92%"
"Dec 12, 2019","0.020142","0.019878","0.020185","0.019586","10.18K","1.33%"
"Dec 11, 2019","0.019878","0.020155","0.020195","0.019757","8.42K","-1.37%"
"Dec 10, 2019","0.020155","0.020067","0.020204","0.019917","8.17K","0.44%"
"Dec 09, 2019","0.020067","0.020025","0.020137","0.019754","7.94K","0.07%"
"Dec 08, 2019","0.020054","0.019655","0.020115","0.019615","6.48K","2.03%"
"Dec 07, 2019","0.019655","0.019730","0.019783","0.019610","4.05K","-0.38%"
"Dec 06, 2019","0.019730","0.020050","0.020097","0.019676","6.61K","-1.60%"
"Dec 05, 2019","0.020050","0.020225","0.020245","0.019775","14.99K","-0.87%"
"Dec 04, 2019","0.020225","0.020171","0.020385","0.019487","15.30K","0.27%"
"Dec 03, 2019","0.020171","0.020385","0.020410","0.020122","8.20K","-1.05%"
"Dec 02, 2019","0.020385","0.020395","0.020530","0.020222","6.52K","-0.05%"
"Dec 01, 2019","0.020395","0.020098","0.020575","0.019938","6.93K","1.48%"
"Nov 30, 2019","0.020098","0.019953","0.020170","0.019802","6.77K","0.73%"
"Nov 29, 2019","0.019953","0.020313","0.020500","0.019691","11.38K","-1.77%"
"Nov 28, 2019","0.020313","0.020310","0.020500","0.020003","10.96K","0.01%"
"Nov 27, 2019","0.020310","0.020620","0.020787","0.020236","13.02K","-1.50%"
"Nov 26, 2019","0.020620","0.020490","0.020837","0.020344","6.93K","0.56%"
"Nov 25, 2019","0.020505","0.020263","0.021110","0.020136","17.14K","1.19%"
"Nov 24, 2019","0.020263","0.020763","0.021000","0.020208","5.17K","-2.41%"
"Nov 23, 2019","0.020763","0.020575","0.021083","0.020398","4.55K","0.80%"
"Nov 22, 2019","0.020598","0.021100","0.021205","0.020285","19.01K","-2.38%"
"Nov 21, 2019","0.021100","0.021580","0.021705","0.020844","10.62K","-2.22%"
"Nov 20, 2019","0.021580","0.021630","0.021828","0.021450","6.57K","-0.23%"
"Nov 19, 2019","0.021630","0.021755","0.021775","0.021393","8.04K","-0.57%"
"Nov 18, 2019","0.021755","0.021625","0.021783","0.021433","5.08K","0.60%"
"Nov 17, 2019","0.021625","0.021490","0.021714","0.021350","3.61K","0.63%"
"Nov 16, 2019","0.021490","0.021245","0.021621","0.021232","6.50K","1.15%"
"Nov 15, 2019","0.021245","0.021390","0.021486","0.020951","12.23K","-0.68%"
"Nov 14, 2019","0.021390","0.021440","0.021519","0.021221","9.39K","-0.23%"
"Nov 13, 2019","0.021440","0.021213","0.021593","0.021163","11.86K","1.07%"
"Nov 12, 2019","0.021213","0.021170","0.021420","0.021072","11.45K","0.20%"
"Nov 11, 2019","0.021170","0.020910","0.021461","0.020887","7.69K","1.24%"
"Nov 10, 2019","0.020910","0.020995","0.021600","0.020773","10.38K","-0.40%"
"Nov 09, 2019","0.020995","0.020924","0.021061","0.020790","5.45K","0.34%"
"Nov 08, 2019","0.020924","0.020249","0.020975","0.020133","9.87K","3.33%"
"Nov 07, 2019","0.020249","0.020460","0.020522","0.020145","7.91K","-1.03%"
"Nov 06, 2019","0.020460","0.020295","0.020715","0.020213","7.92K","0.81%"
"Nov 05, 2019","0.020295","0.019747","0.020559","0.019700","13.00K","2.78%"
"Nov 04, 2019","0.019747","0.019745","0.020193","0.019661","11.68K","0.09%"
"Nov 03, 2019","0.019730","0.019681","0.019910","0.019615","3.94K","0.18%"
"Nov 02, 2019","0.019695","0.019805","0.019894","0.019610","3.25K","-0.56%"
"Nov 01, 2019","0.019805","0.019925","0.020060","0.019536","7.00K","-0.60%"
"Oct 31, 2019","0.019925","0.019995","0.020154","0.019584","10.26K","-0.35%"
"Oct 30, 2019","0.019995","0.020245","0.020536","0.019863","9.64K","-1.23%"
"Oct 29, 2019","0.020245","0.019737","0.020464","0.019571","13.37K","2.57%"
"Oct 28, 2019","0.019737","0.019295","0.019785","0.018995","15.59K","2.29%"
"Oct 27, 2019","0.019295","0.019446","0.019602","0.019106","10.50K","-0.78%"
"Oct 26, 2019","0.019446","0.020965","0.021038","0.018869","35.06K","-7.25%"
"Oct 25, 2019","0.020965","0.021624","0.021945","0.020763","15.12K","-3.05%"
"Oct 24, 2019","0.021624","0.021742","0.021840","0.021375","12.43K","-0.54%"
"Oct 23, 2019","0.021742","0.021336","0.021776","0.020679","14.82K","1.90%"
"Oct 22, 2019","0.021336","0.021221","0.021357","0.020900","16.46K","0.54%"
"Oct 21, 2019","0.021221","0.021320","0.021479","0.021042","9.73K","-0.46%"
"Oct 20, 2019","0.021320","0.021609","0.021675","0.021201","5.70K","-1.34%"
"Oct 19, 2019","0.021609","0.021735","0.021932","0.021413","4.40K","-0.58%"
"Oct 18, 2019","0.021735","0.021955","0.022060","0.021504","8.42K","-1.00%"
"Oct 17, 2019","0.021955","0.021820","0.022052","0.021759","4.33K","0.62%"
"Oct 16, 2019","0.021820","0.022125","0.022186","0.021716","5.97K","-1.38%"
"Oct 15, 2019","0.022125","0.022380","0.022534","0.021758","10.90K","-1.14%"
"Oct 14, 2019","0.022380","0.021875","0.022474","0.021860","9.32K","2.31%"
"Oct 13, 2019","0.021875","0.021650","0.021990","0.021596","12.04K","1.04%"
"Oct 12, 2019","0.021650","0.021870","0.022100","0.021395","5.04K","-0.92%"
"Oct 11, 2019","0.021850","0.022330","0.022677","0.021607","20.24K","-2.15%"
"Oct 10, 2019","0.022330","0.022507","0.022624","0.022043","12.01K","-0.79%"
"Oct 09, 2019","0.022507","0.022110","0.023000","0.022021","20.93K","1.80%"
"Oct 08, 2019","0.022110","0.021975","0.022300","0.021783","13.17K","0.61%"
"Oct 07, 2019","0.021975","0.021645","0.022080","0.021605","9.58K","1.53%"
"Oct 06, 2019","0.021645","0.021685","0.021997","0.021430","6.20K","-0.18%"
"Oct 05, 2019","0.021685","0.021576","0.021800","0.021361","4.37K","0.51%"
"Oct 04, 2019","0.021576","0.021228","0.021800","0.021228","6.76K","1.64%"
"Oct 03, 2019","0.021228","0.021568","0.021568","0.021018","8.34K","-1.58%"
"Oct 02, 2019","0.021568","0.021175","0.021680","0.021087","5.81K","1.86%"
"Oct 01, 2019","0.021175","0.021815","0.022068","0.017000","10.18K","-2.87%"
"Sep 30, 2019","0.021800","0.021053","0.021834","0.021006","3.98K","3.55%"
"Sep 29, 2019","0.021053","0.021165","0.021254","0.020731","3.32K","-0.53%"
"Sep 28, 2019","0.021165","0.021260","0.021485","0.020935","6.22K","-0.45%"
"Sep 27, 2019","0.021260","0.020575","0.021554","0.020435","7.74K","3.33%"
"Sep 26, 2019","0.020575","0.020137","0.020600","0.019700","8.38K","2.17%"
"Sep 25, 2019","0.020137","0.019488","0.020334","0.019435","9.75K","3.24%"
"Sep 24, 2019","0.019505","0.020720","0.020765","0.018843","27.29K","-5.86%"
"Sep 23, 2019","0.020720","0.021065","0.021315","0.020544","4.74K","-1.64%"
"Sep 22, 2019","0.021065","0.021545","0.021560","0.020600","6.22K","-2.23%"
"Sep 21, 2019","0.021545","0.021485","0.021777","0.021435","2.25K","0.28%"
"Sep 20, 2019","0.021485","0.021446","0.021585","0.021100","6.35K","0.18%"
"Sep 19, 2019","0.021446","0.020707","0.022211","0.020260","12.80K","3.57%"
"Sep 18, 2019","0.020707","0.020400","0.021277","0.020400","9.62K","1.53%"
"Sep 17, 2019","0.020395","0.019258","0.020992","0.019185","15.79K","5.91%"
"Sep 16, 2019","0.019258","0.018354","0.019565","0.018354","10.42K","4.92%"
"Sep 15, 2019","0.018354","0.018215","0.018503","0.018070","8.69K","0.77%"
"Sep 14, 2019","0.018215","0.017488","0.018330","0.017448","11.43K","4.15%"
"Sep 13, 2019","0.017488","0.017381","0.017617","0.017259","2.86K","0.62%"
"Sep 12, 2019","0.017381","0.017550","0.017655","0.017250","2.92K","-0.96%"
"Sep 11, 2019","0.017550","0.017800","0.017980","0.017441","6.63K","-1.40%"
"Sep 10, 2019","0.017800","0.017520","0.017810","0.017520","6.46K","1.60%"
"Sep 09, 2019","0.017520","0.017460","0.017754","0.017247","4.70K","0.34%"
"Sep 08, 2019","0.017460","0.017005","0.017549","0.017005","6.53K","2.67%"
"Sep 07, 2019","0.017005","0.016388","0.017172","0.016296","5.63K","3.77%"
"Sep 06, 2019","0.016388","0.016447","0.016622","0.016150","5.14K","-0.36%"
"Sep 05, 2019","0.016447","0.016516","0.016575","0.016187","6.20K","-0.42%"
"Sep 04, 2019","0.016516","0.016825","0.016970","0.016420","5.87K","-1.84%"
"Sep 03, 2019","0.016825","0.017203","0.017285","0.016670","8.10K","-2.20%"
"Sep 02, 2019","0.017203","0.017535","0.017686","0.017016","12.03K","-1.89%"
"Sep 01, 2019","0.017535","0.017900","0.017990","0.017457","1.35K","-2.04%"
"Aug 31, 2019","0.017900","0.017550","0.018089","0.017372","2.23K","1.99%"
"Aug 30, 2019","0.017550","0.017787","0.017851","0.017500","4.44K","-1.33%"
"Aug 29, 2019","0.017787","0.017789","0.017950","0.017434","6.15K","-0.01%"
"Aug 28, 2019","0.017789","0.018405","0.018426","0.017100","11.25K","-3.34%"
"Aug 27, 2019","0.018405","0.018180","0.018558","0.018115","3.27K","1.24%"
"Aug 26, 2019","0.018180","0.018395","0.018621","0.018057","4.79K","-1.17%"
"Aug 25, 2019","0.018395","0.018821","0.018860","0.018300","4.11K","-2.26%"
"Aug 24, 2019","0.018821","0.018695","0.018988","0.018530","3.61K","0.67%"
"Aug 23, 2019","0.018695","0.018850","0.018991","0.018533","3.76K","-0.82%"
"Aug 22, 2019","0.018850","0.018460","0.019183","0.018460","6.42K","2.11%"
"Aug 21, 2019","0.018460","0.018270","0.018605","0.018115","4.50K","1.04%"
"Aug 20, 2019","0.018270","0.018525","0.018550","0.018223","3.46K","-1.38%"
"Aug 19, 2019","0.018525","0.018850","0.018915","0.018420","5.27K","-1.72%"
"Aug 18, 2019","0.018850","0.018170","0.018970","0.018093","6.47K","3.74%"
"Aug 17, 2019","0.018170","0.017887","0.018239","0.017734","13.72K","1.58%"
"Aug 16, 2019","0.017887","0.018260","0.018505","0.017646","7.57K","-2.03%"
"Aug 15, 2019","0.018257","0.018596","0.018830","0.017993","6.80K","-1.82%"
"Aug 14, 2019","0.018596","0.019215","0.019786","0.018057","7.55K","-3.22%"
"Aug 13, 2019","0.019215","0.018560","0.019268","0.018368","4.02K","3.53%"
"Aug 12, 2019","0.018560","0.018745","0.018745","0.018508","2.63K","-0.99%"
"Aug 11, 2019","0.018745","0.018230","0.018977","0.018230","5.06K","2.83%"
"Aug 10, 2019","0.018230","0.017720","0.018276","0.017720","3.80K","2.88%"
"Aug 09, 2019","0.017720","0.018418","0.018527","0.017548","8.28K","-3.79%"
"Aug 08, 2019","0.018418","0.018883","0.019077","0.018312","5.47K","-2.43%"
"Aug 07, 2019","0.018878","0.019710","0.019730","0.018760","6.41K","-4.22%"
"Aug 06, 2019","0.019710","0.019752","0.019915","0.019055","10.11K","-0.21%"
"Aug 05, 2019","0.019752","0.020271","0.020351","0.019407","14.53K","-2.56%"
"Aug 04, 2019","0.020271","0.020522","0.020576","0.020114","3.60K","-1.22%"
"Aug 03, 2019","0.020522","0.020672","0.020908","0.020310","3.76K","-0.72%"
"Aug 02, 2019","0.020672","0.020890","0.021141","0.020585","3.31K","-1.04%"
"Aug 01, 2019","0.020890","0.021685","0.021685","0.020771","6.05K","-3.67%"
"Jul 31, 2019","0.021685","0.021891","0.022140","0.021467","9.09K","-0.94%"
"Jul 30, 2019","0.021891","0.022174","0.022211","0.021770","3.99K","-1.28%"
"Jul 29, 2019","0.022174","0.022179","0.022270","0.021920","2.96K","-0.02%"
"Jul 28, 2019","0.022179","0.021870","0.022327","0.021650","2.54K","1.41%"
"Jul 27, 2019","0.021870","0.022267","0.022287","0.021600","5.22K","-1.78%"
"Jul 26, 2019","0.022267","0.022180","0.022375","0.022001","3.51K","0.39%"
"Jul 25, 2019","0.022180","0.022176","0.022349","0.021929","8.74K","0.02%"
"Jul 24, 2019","0.022176","0.021504","0.022400","0.020873","13.07K","3.12%"
"Jul 23, 2019","0.021504","0.021020","0.021602","0.020969","5.46K","2.30%"
"Jul 22, 2019","0.021020","0.021285","0.021370","0.020815","6.38K","-1.25%"
"Jul 21, 2019","0.021285","0.021260","0.021405","0.021016","2.22K","0.12%"
"Jul 20, 2019","0.021260","0.020995","0.021857","0.020995","7.40K","1.26%"
"Jul 19, 2019","0.020995","0.021233","0.021278","0.020787","8.85K","-1.12%"
"Jul 18, 2019","0.021233","0.021810","0.022386","0.021047","12.71K","-2.64%"
"Jul 17, 2019","0.021810","0.021154","0.022331","0.020916","20.84K","3.10%"
"Jul 16, 2019","0.021154","0.021061","0.021403","0.020100","18.41K","0.49%"
"Jul 15, 2019","0.021052","0.022201","0.022324","0.020613","29.48K","-5.18%"
"Jul 14, 2019","0.022201","0.023681","0.024074","0.022017","20.50K","-6.25%"
"Jul 13, 2019","0.023681","0.023345","0.024324","0.023279","5.28K","1.44%"
"Jul 12, 2019","0.023345","0.023675","0.024055","0.023227","3.80K","-1.39%"
"Jul 11, 2019","0.023675","0.023882","0.024240","0.023050","9.96K","-0.87%"
"Jul 10, 2019","0.023882","0.024486","0.024568","0.023000","23.66K","-2.47%"
"Jul 09, 2019","0.024486","0.025450","0.025556","0.024372","18.29K","-3.79%"
"Jul 08, 2019","0.025450","0.026703","0.026916","0.025248","11.39K","-4.69%"
"Jul 07, 2019","0.026703","0.025594","0.027070","0.025545","5.84K","4.33%"
"Jul 06, 2019","0.025594","0.026230","0.026230","0.025323","3.91K","-2.42%"
"Jul 05, 2019","0.026230","0.025378","0.026400","0.025167","12.64K","3.36%"
"Jul 04, 2019","0.025378","0.025219","0.025663","0.024850","10.99K","0.63%"
"Jul 03, 2019","0.025219","0.026923","0.026923","0.025150","15.49K","-6.33%"
"Jul 02, 2019","0.026923","0.027800","0.028302","0.026562","9.63K","-3.15%"
"Jul 01, 2019","0.027800","0.026974","0.027990","0.026668","10.75K","3.06%"
"Jun 30, 2019","0.026974","0.026741","0.027033","0.026075","8.64K","0.84%"
"Jun 29, 2019","0.026748","0.025025","0.027085","0.025008","14.15K","6.89%"
"Jun 28, 2019","0.025025","0.026346","0.027090","0.024979","15.01K","-5.01%"
"Jun 27, 2019","0.026346","0.025865","0.027300","0.025664","22.53K","1.86%"
"Jun 26, 2019","0.025865","0.026907","0.027673","0.024503","43.52K","-3.87%"
"Jun 25, 2019","0.026907","0.028150","0.028181","0.026882","21.48K","-4.41%"
"Jun 24, 2019","0.028150","0.028316","0.028605","0.027934","10.59K","-0.59%"
"Jun 23, 2019","0.028316","0.028936","0.029450","0.028101","8.91K","-2.14%"
"Jun 22, 2019","0.028936","0.028944","0.029712","0.027853","19.84K","-0.03%"
"Jun 21, 2019","0.028944","0.028528","0.029850","0.028490","14.26K","1.46%"
"Jun 20, 2019","0.028528","0.029017","0.029078","0.028075","17.68K","-1.72%"
"Jun 19, 2019","0.029027","0.029140","0.029406","0.028930","5.30K","-0.39%"
"Jun 18, 2019","0.029140","0.029335","0.029458","0.028847","5.58K","-0.67%"
"Jun 17, 2019","0.029335","0.029905","0.029960","0.028815","12.33K","-1.91%"
"Jun 16, 2019","0.029905","0.030373","0.030450","0.029380","10.30K","-1.54%"
"Jun 15, 2019","0.030373","0.030314","0.030859","0.030200","4.73K","0.20%"
"Jun 14, 2019","0.030314","0.030998","0.031190","0.030249","14.91K","-2.21%"
"Jun 13, 2019","0.030998","0.032150","0.032289","0.030770","9.24K","-3.58%"
"Jun 12, 2019","0.032150","0.030985","0.032193","0.030825","5.39K","3.76%"
"Jun 11, 2019","0.030985","0.030945","0.031251","0.030710","6.08K","0.13%"
"Jun 10, 2019","0.030945","0.030291","0.031200","0.030212","4.74K","2.16%"
"Jun 09, 2019","0.030291","0.030793","0.030935","0.030001","7.57K","-1.63%"
"Jun 08, 2019","0.030793","0.031167","0.031300","0.030770","4.76K","-1.20%"
"Jun 07, 2019","0.031167","0.031955","0.032091","0.031130","6.69K","-2.47%"
"Jun 06, 2019","0.031955","0.031566","0.032074","0.031271","7.43K","1.23%"
"Jun 05, 2019","0.031566","0.031400","0.031824","0.030926","7.03K","0.53%"
"Jun 04, 2019","0.031400","0.030761","0.031590","0.030670","11.54K","2.08%"
"Jun 03, 2019","0.030761","0.030820","0.031100","0.030300","9.99K","-0.19%"
"Jun 02, 2019","0.030820","0.030945","0.031300","0.030705","3.81K","-0.41%"
"Jun 01, 2019","0.030945","0.031350","0.032125","0.030851","8.01K","-1.29%"
"May 31, 2019","0.031350","0.030777","0.031350","0.030144","9.34K","1.86%"
"May 30, 2019","0.030777","0.031059","0.033112","0.029814","28.59K","-0.91%"
"May 29, 2019","0.031059","0.031120","0.031359","0.030774","9.90K","-0.20%"
"May 28, 2019","0.031120","0.030929","0.031529","0.030695","8.14K","0.62%"
"May 27, 2019","0.030929","0.030690","0.031387","0.030390","10.68K","0.78%"
"May 26, 2019","0.030690","0.031205","0.031374","0.030200","10.86K","-1.65%"
"May 25, 2019","0.031205","0.031200","0.031885","0.031057","5.20K","0.02%"
"May 24, 2019","0.031200","0.031187","0.031650","0.031030","5.66K","0.04%"
"May 23, 2019","0.031187","0.031910","0.032075","0.030758","6.37K","-2.27%"
"May 22, 2019","0.031910","0.032080","0.032600","0.031400","9.32K","-0.53%"
"May 21, 2019","0.032080","0.031593","0.032715","0.031573","13.22K","1.54%"
"May 20, 2019","0.031593","0.031896","0.032260","0.031101","7.00K","-0.95%"
"May 19, 2019","0.031896","0.032232","0.032394","0.031603","15.35K","-1.05%"
"May 18, 2019","0.032235","0.033230","0.033405","0.031910","9.08K","-2.99%"
"May 17, 2019","0.033230","0.033650","0.033881","0.031573","30.84K","-1.25%"
"May 16, 2019","0.033650","0.030350","0.034826","0.030290","66.72K","10.87%"
"May 15, 2019","0.030350","0.027270","0.030570","0.027100","45.24K","11.29%"
"May 14, 2019","0.027270","0.025095","0.027793","0.024841","49.42K","8.67%"
"May 13, 2019","0.025095","0.026995","0.027170","0.024511","32.70K","-7.04%"
"May 12, 2019","0.026995","0.026763","0.027236","0.026194","13.52K","0.87%"
"May 11, 2019","0.026763","0.027110","0.028653","0.025507","34.12K","-1.28%"
"May 10, 2019","0.027110","0.027650","0.028100","0.027007","16.81K","-1.95%"
"May 09, 2019","0.027650","0.028524","0.028566","0.027262","15.15K","-3.06%"
"May 08, 2019","0.028524","0.028910","0.029110","0.028410","7.99K","-1.34%"
"May 07, 2019","0.028910","0.030115","0.031396","0.028853","13.16K","-4.00%"
"May 06, 2019","0.030115","0.028200","0.030760","0.028102","13.38K","6.79%"
"May 05, 2019","0.028200","0.028090","0.028425","0.027824","6.08K","0.43%"
"May 04, 2019","0.028079","0.029105","0.029190","0.028022","6.46K","-3.53%"
"May 03, 2019","0.029105","0.029460","0.029582","0.028200","12.92K","-1.20%"
"May 02, 2019","0.029460","0.029738","0.029947","0.029151","7.53K","-0.94%"
"May 01, 2019","0.029738","0.030410","0.030680","0.029618","19.30K","-2.21%"
"Apr 30, 2019","0.030410","0.029615","0.030466","0.029569","12.09K","2.68%"
"Apr 29, 2019","0.029615","0.029712","0.029885","0.029300","4.90K","-0.33%"
"Apr 28, 2019","0.029712","0.030090","0.030140","0.029706","9.49K","-1.26%"
"Apr 27, 2019","0.030090","0.029730","0.030380","0.029614","10.23K","1.21%"
"Apr 26, 2019","0.029730","0.029650","0.029860","0.029245","11.19K","0.39%"
"Apr 25, 2019","0.029616","0.030382","0.030445","0.029165","14.19K","-2.52%"
"Apr 24, 2019","0.030382","0.030800","0.030815","0.029563","14.40K","-1.36%"
"Apr 23, 2019","0.030800","0.031821","0.031840","0.030677","18.57K","-3.21%"
"Apr 22, 2019","0.031821","0.032050","0.032451","0.031800","8.02K","-0.71%"
"Apr 21, 2019","0.032050","0.032660","0.032681","0.031835","4.03K","-1.87%"
"Apr 20, 2019","0.032660","0.032820","0.033200","0.032420","2.95K","-0.49%"
"Apr 19, 2019","0.032820","0.032999","0.033067","0.032485","2.61K","-0.54%"
"Apr 18, 2019","0.032999","0.031865","0.033280","0.031801","8.32K","3.56%"
"Apr 17, 2019","0.031865","0.031965","0.032075","0.031649","2.57K","-0.31%"
"Apr 16, 2019","0.031965","0.031865","0.032340","0.031741","3.69K","0.31%"
"Apr 15, 2019","0.031865","0.032533","0.032664","0.031100","6.12K","-2.05%"
"Apr 14, 2019","0.032533","0.032301","0.032650","0.032113","2.67K","0.72%"
"Apr 13, 2019","0.032301","0.032336","0.032495","0.032021","4.01K","-0.11%"
"Apr 12, 2019","0.032336","0.032660","0.032819","0.032234","3.16K","-0.99%"
"Apr 11, 2019","0.032660","0.033345","0.033399","0.032191","13.75K","-2.05%"
"Apr 10, 2019","0.033345","0.033890","0.034695","0.032626","7.13K","-1.61%"
"Apr 09, 2019","0.033890","0.034145","0.034402","0.033748","6.03K","-0.75%"
"Apr 08, 2019","0.034145","0.033676","0.035233","0.033642","24.35K","1.39%"
"Apr 07, 2019","0.033676","0.032837","0.034000","0.032500","6.20K","2.56%"
"Apr 06, 2019","0.032837","0.032940","0.033442","0.032189","9.80K","-0.31%"
"Apr 05, 2019","0.032940","0.032135","0.033321","0.032003","5.34K","2.51%"
"Apr 04, 2019","0.032135","0.032429","0.032625","0.031420","10.49K","-0.91%"
"Apr 03, 2019","0.032429","0.033626","0.034942","0.031360","42.81K","-3.56%"
"Apr 02, 2019","0.033626","0.034085","0.034125","0.030326","29.51K","-1.35%"
"Apr 01, 2019","0.034085","0.034485","0.034592","0.033850","4.93K","-1.16%"
"Mar 31, 2019","0.034485","0.034667","0.034697","0.034300","4.82K","-0.53%"
"Mar 30, 2019","0.034667","0.034782","0.035329","0.034448","9.80K","-0.33%"
"Mar 29, 2019","0.034782","0.034251","0.034782","0.034100","3.90K","1.55%"
"Mar 28, 2019","0.034251","0.034520","0.034574","0.034100","2.80K","-0.78%"
"Mar 27, 2019","0.034520","0.033950","0.034634","0.033939","16.19K","1.68%"
"Mar 26, 2019","0.033950","0.034078","0.034159","0.033816","4.07K","-0.38%"
"Mar 25, 2019","0.034078","0.034090","0.034231","0.033680","3.78K","-0.03%"
"Mar 24, 2019","0.034090","0.034286","0.034293","0.033843","3.25K","-0.57%"
"Mar 23, 2019","0.034286","0.034125","0.034447","0.034027","1.76K","0.47%"
"Mar 22, 2019","0.034125","0.033835","0.034295","0.033717","4.79K","0.86%"
"Mar 21, 2019","0.033835","0.034362","0.034435","0.033700","5.54K","-1.53%"
"Mar 20, 2019","0.034362","0.034465","0.034525","0.034118","2.95K","-0.30%"
"Mar 19, 2019","0.034465","0.034538","0.034776","0.034376","4.81K","-0.21%"
"Mar 18, 2019","0.034538","0.034789","0.035249","0.034425","4.56K","-0.72%"
"Mar 17, 2019","0.034789","0.035230","0.035230","0.034556","2.82K","-1.25%"
"Mar 16, 2019","0.035230","0.034785","0.035735","0.034785","15.01K","1.28%"
"Mar 15, 2019","0.034785","0.034150","0.035020","0.034134","6.07K","1.86%"
"Mar 14, 2019","0.034150","0.034060","0.034500","0.033876","6.55K","0.26%"
"Mar 13, 2019","0.034060","0.034413","0.034435","0.033982","3.92K","-1.03%"
"Mar 12, 2019","0.034413","0.034242","0.034800","0.033680","9.06K","0.50%"
"Mar 11, 2019","0.034242","0.034570","0.034668","0.034090","5.09K","-0.95%"
"Mar 10, 2019","0.034570","0.034804","0.034925","0.034371","3.26K","-0.67%"
"Mar 09, 2019","0.034804","0.034516","0.035347","0.034420","5.93K","0.83%"
"Mar 08, 2019","0.034516","0.035300","0.035420","0.034247","6.49K","-2.22%"
"Mar 07, 2019","0.035300","0.035585","0.035850","0.035212","3.53K","-0.80%"
"Mar 06, 2019","0.035585","0.035430","0.036060","0.034556","14.59K","0.44%"
"Mar 05, 2019","0.035430","0.033823","0.035530","0.033744","8.44K","4.75%"
"Mar 04, 2019","0.033823","0.034303","0.034303","0.033397","7.59K","-1.40%"
"Mar 03, 2019","0.034303","0.034665","0.035148","0.033867","5.07K","-1.05%"
"Mar 02, 2019","0.034665","0.035335","0.035503","0.034354","6.08K","-1.90%"
"Mar 01, 2019","0.035335","0.035465","0.035791","0.035283","6.16K","-0.37%"
"Feb 28, 2019","0.035465","0.035337","0.035990","0.034940","11.09K","0.36%"
"Feb 27, 2019","0.035337","0.035789","0.036508","0.034000","9.21K","-1.26%"
"Feb 26, 2019","0.035789","0.036040","0.036094","0.035300","8.36K","-0.70%"
"Feb 25, 2019","0.036040","0.035326","0.036714","0.035222","9.99K","2.02%"
"Feb 24, 2019","0.035326","0.038325","0.039597","0.035213","39.83K","-7.83%"
"Feb 23, 2019","0.038325","0.037231","0.039100","0.037127","10.60K","2.94%"
